Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
561¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":78,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/apex-publish-static-files_2.0.0/apex_2.0.0.js"}¿¿Program
1056¿PDG_CALL¿¿1004¿1004.CALL->v91.toLowerCase-o136¿¿¿¿¿PDG_CALL
1057¿PDG_OBJECT¿¿0¿1004.v92-o137¿¿¿¿¿PDG_OBJECT
1058¿PDG_OBJECT¿¿0¿1004.v93-o138¿¿¿¿¿PDG_OBJECT
1059¿PDG_OBJECT¿¿0¿1004.opts.pluginName-o139¿¿¿¿¿PDG_OBJECT
1060¿PDG_OBJECT¿¿0¿1004.v96-o140¿¿¿¿¿PDG_OBJECT
1061¿PDG_OBJECT¿¿0¿1004.v97-o141¿¿¿¿¿PDG_OBJECT
1062¿PDG_CALL¿¿1004¿1004.CALL->Error-o142¿¿¿¿¿PDG_CALL
1063¿PDG_OBJECT¿¿0¿1004.v98-o143¿¿¿¿¿PDG_OBJECT
1064¿PDG_CALL¿¿1004¿1004.CALL->fs.existsSync-o144¿¿¿¿¿PDG_CALL
1065¿PDG_OBJECT¿¿0¿1004.v100-o145¿¿¿¿¿PDG_OBJECT
1066¿PDG_CALL¿¿1004¿1004.CALL->Error-o146¿¿¿¿¿PDG_CALL
1067¿PDG_OBJECT¿¿0¿1004.v103-o147¿¿¿¿¿PDG_OBJECT
1068¿PDG_CALL¿¿1004¿1004.CALL->v104.toLowerCase-o148¿¿¿¿¿PDG_CALL
1069¿PDG_OBJECT¿¿0¿1004.v105-o149¿¿¿¿¿PDG_OBJECT
1070¿PDG_OBJECT¿¿0¿1004.v107-o150¿¿¿¿¿PDG_OBJECT
1071¿PDG_CALL¿¿1004¿1004.CALL->console.log-o151¿¿¿¿¿PDG_CALL
1072¿PDG_OBJECT¿¿0¿1004.v108-o152¿¿¿¿¿PDG_OBJECT
1073¿PDG_OBJECT¿¿0¿1004.opts.sqlclPath-o153¿¿¿¿¿PDG_OBJECT
1074¿PDG_OBJECT¿¿0¿1004.v120-o154¿¿¿¿¿PDG_OBJECT
1075¿PDG_OBJECT¿¿0¿1004.v121-o155¿¿¿¿¿PDG_OBJECT
1076¿PDG_OBJECT¿¿0¿1004.v122-o156¿¿¿¿¿PDG_OBJECT
1077¿PDG_OBJECT¿¿0¿1004.v124-o157¿¿¿¿¿PDG_OBJECT
1078¿PDG_OBJECT¿¿0¿1004.v125-o158¿¿¿¿¿PDG_OBJECT
1079¿PDG_CALL¿¿1004¿1004.CALL->path.resolve-o159¿¿¿¿¿PDG_CALL
1080¿PDG_OBJECT¿¿0¿1004.v126-o160¿¿¿¿¿PDG_OBJECT
1081¿PDG_OBJECT¿¿0¿1004.v127-o161¿¿¿¿¿PDG_OBJECT
1082¿PDG_OBJECT¿¿0¿1004.v128-o162¿¿¿¿¿PDG_OBJECT
1083¿PDG_OBJECT¿¿0¿1004.v129-o163¿¿¿¿¿PDG_OBJECT
1084¿PDG_CALL¿¿1004¿1004.CALL->path.resolve-o164¿¿¿¿¿PDG_CALL
1085¿PDG_OBJECT¿¿0¿1004.v130-o165¿¿¿¿¿PDG_OBJECT
1086¿PDG_OBJECT¿¿0¿1004.v131-o166¿¿¿¿¿PDG_OBJECT
1087¿PDG_OBJECT¿¿0¿1004.v132-o167¿¿¿¿¿PDG_OBJECT
1088¿PDG_OBJECT¿¿0¿1004.v133-o168¿¿¿¿¿PDG_OBJECT
1089¿PDG_CALL¿¿1004¿1004.CALL->path.resolve-o169¿¿¿¿¿PDG_CALL
1090¿PDG_OBJECT¿¿0¿1004.v135-o170¿¿¿¿¿PDG_OBJECT
1091¿PDG_OBJECT¿¿0¿1004.v136-o171¿¿¿¿¿PDG_OBJECT
1092¿PDG_OBJECT¿¿0¿1004.v137-o172¿¿¿¿¿PDG_OBJECT
1093¿PDG_OBJECT¿¿0¿1004.v138-o173¿¿¿¿¿PDG_OBJECT
1094¿PDG_OBJECT¿¿0¿1004.v140-o174¿¿¿¿¿PDG_OBJECT
1095¿PDG_OBJECT¿¿0¿1004.v141-o175¿¿¿¿¿PDG_OBJECT
1096¿PDG_OBJECT¿¿0¿1004.v143-o176¿¿¿¿¿PDG_OBJECT
1097¿PDG_OBJECT¿¿0¿1004.v144-o177¿¿¿¿¿PDG_OBJECT
1098¿PDG_OBJECT¿¿0¿1004.v145-o178¿¿¿¿¿PDG_OBJECT
1099¿PDG_OBJECT¿¿0¿1004.v147-o179¿¿¿¿¿PDG_OBJECT
1100¿PDG_OBJECT¿¿0¿1004.v148-o180¿¿¿¿¿PDG_OBJECT
1101¿PDG_OBJECT¿¿0¿1004.v149-o181¿¿¿¿¿PDG_OBJECT
1102¿PDG_CALL¿¿1004¿1004.CALL->execSync-o182¿¿¿¿¿PDG_CALL
1103¿PDG_OBJECT¿¿0¿1004.childProcess-o183¿¿¿¿¿PDG_OBJECT
1104¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1105¿PDG_CALL¿¿1004¿1004.CALL->console.log-o184¿¿¿¿¿PDG_CALL
1106¿PDG_OBJECT¿¿0¿1004.v150-o185¿¿¿¿¿PDG_OBJECT
1107¿PDG_CALL¿¿1004¿1004.CALL->console.log-o186¿¿¿¿¿PDG_CALL
1108¿PDG_OBJECT¿¿0¿1004.v151-o187¿¿¿¿¿PDG_OBJECT
1109¿PDG_RETURN¿¿0¿1004.RET_OBJ-o188¿¿¿¿¿PDG_RETURN
1110¿PDG_OBJECT¿¿0¿1004.v110-o189¿¿¿¿¿PDG_OBJECT
1111¿PDG_CALL¿¿1004¿1004.CALL->console.log-o190¿¿¿¿¿PDG_CALL
1112¿PDG_OBJECT¿¿0¿1004.v111-o191¿¿¿¿¿PDG_OBJECT
1113¿PDG_OBJECT¿¿0¿1004.v114-o192¿¿¿¿¿PDG_OBJECT
1114¿PDG_CALL¿¿1004¿1004.CALL->console.log-o193¿¿¿¿¿PDG_CALL
1115¿PDG_OBJECT¿¿0¿1004.v115-o194¿¿¿¿¿PDG_OBJECT
1116¿PDG_OBJECT¿¿0¿1004.v117-o195¿¿¿¿¿PDG_OBJECT
1117¿PDG_CALL¿¿1004¿1004.CALL->console.log-o196¿¿¿¿¿PDG_CALL
1118¿PDG_OBJECT¿¿0¿1004.v118-o197¿¿¿¿¿PDG_OBJECT
1119¿PDG_CALL¿¿1004¿1004.CALL->console.error-o198¿¿¿¿¿PDG_CALL
1120¿PDG_OBJECT¿¿0¿1004.v152-o199¿¿¿¿¿PDG_OBJECT
1121¿PDG_RETURN¿¿0¿1004.RET_OBJ-o200¿¿¿¿¿PDG_RETURN
